file,host_in_file,n_obs,t_baseline_days,telescope,reference,pl_name,hostname,hd_name,hip_name,tic_id,ra,dec,sy_dist,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,discoverymethod,disc_year,default_flag
UID_0113357_RVC_001.tbl,51 Peg,256,2187.042187000159,3.0m Shane and 0.6m CAT,"Butler et al. 2006 (ApJ, 646, 505)",51 Peg b,51 Peg,HD 217014,HIP 113357,TIC 139298196,344.3675399,20.7690958,15.4614,4.230785,3.6e-05,-3.6e-05,0.0527,0.003,-0.003,0.013,0.012,-0.012,,,,58.0,,,2450001.51,0.61,-0.61,,,,0.472,0.039,-0.039,0.472,0.039,-0.039,55.94,0.69,-0.69,1.03,0.166699,-0.085418,1.17561,0.067361,-0.035328,5758.0,101.62,-119.62,Radial Velocity,1995.0,1.0
UID_0113357_RVC_002.tbl,51 Peg,111,324.2223500004038,3.0m Shane and 0.6m CAT,"Marcy et al. 1997 (ApJ, 481, 926)",51 Peg b,51 Peg,HD 217014,HIP 113357,TIC 139298196,344.3675399,20.7690958,15.4614,4.230785,3.6e-05,-3.6e-05,0.0527,0.003,-0.003,0.013,0.012,-0.012,,,,58.0,,,2450001.51,0.61,-0.61,,,,0.472,0.039,-0.039,0.472,0.039,-0.039,55.94,0.69,-0.69,1.03,0.166699,-0.085418,1.17561,0.067361,-0.035328,5758.0,101.62,-119.62,Radial Velocity,1995.0,1.0
UID_0113357_RVC_003.tbl,51 Peg,153,3277.007100000046,1.93m,"Naef et al. 2004 (A&A, 414, 351)",51 Peg b,51 Peg,HD 217014,HIP 113357,TIC 139298196,344.3675399,20.7690958,15.4614,4.230785,3.6e-05,-3.6e-05,0.0527,0.003,-0.003,0.013,0.012,-0.012,,,,58.0,,,2450001.51,0.61,-0.61,,,,0.472,0.039,-0.039,0.472,0.039,-0.039,55.94,0.69,-0.69,1.03,0.166699,-0.085418,1.17561,0.067361,-0.035328,5758.0,101.62,-119.62,Radial Velocity,1995.0,1.0
UID_0113357_RVC_004.tbl,HD 217014,41,2920.873709999956,10m Keck I,"Howard & Fulton, 2016",51 Peg b,51 Peg,HD 217014,HIP 113357,TIC 139298196,344.3675399,20.7690958,15.4614,4.230785,3.6e-05,-3.6e-05,0.0527,0.003,-0.003,0.013,0.012,-0.012,,,,58.0,,,2450001.51,0.61,-0.61,,,,0.472,0.039,-0.039,0.472,0.039,-0.039,55.94,0.69,-0.69,1.03,0.166699,-0.085418,1.17561,0.067361,-0.035328,5758.0,101.62,-119.62,Radial Velocity,1995.0,1.0
UID_0113357_RVC_005.tbl,HD 217014,202,5844.067629999947,3.0m Shane,"Howard & Fulton, 2016",51 Peg b,51 Peg,HD 217014,HIP 113357,TIC 139298196,344.3675399,20.7690958,15.4614,4.230785,3.6e-05,-3.6e-05,0.0527,0.003,-0.003,0.013,0.012,-0.012,,,,58.0,,,2450001.51,0.61,-0.61,,,,0.472,0.039,-0.039,0.472,0.039,-0.039,55.94,0.69,-0.69,1.03,0.166699,-0.085418,1.17561,0.067361,-0.035328,5758.0,101.62,-119.62,Radial Velocity,1995.0,1.0
UID_0113421_RVC_001.tbl,HD 217107,8,24.959000000264496,0.6m CAT,"Fischer et al. 1999 (PASP, 111, 50)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_001.tbl,HD 217107,8,24.959000000264496,0.6m CAT,"Fischer et al. 1999 (PASP, 111, 50)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_002.tbl,HD 217107,7,6.966000000014901,10m Keck I,"Fischer et al. 1999 (PASP, 111, 50)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_002.tbl,HD 217107,7,6.966000000014901,10m Keck I,"Fischer et al. 1999 (PASP, 111, 50)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_003.tbl,HD 217107,6,43.84900000039488,3.0m Shane,"Fischer et al. 1999 (PASP, 111, 50)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_003.tbl,HD 217107,6,43.84900000039488,3.0m Shane,"Fischer et al. 1999 (PASP, 111, 50)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_004.tbl,HD 217107,63,470.82201399980113,1.2m Euler Swiss telescope,"Naef et al. 2001 (A&A, 375, 205)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_004.tbl,HD 217107,63,470.82201399980113,1.2m Euler Swiss telescope,"Naef et al. 2001 (A&A, 375, 205)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_005.tbl,HD 217107,21,369.95480000041425,10m Keck I,"Vogt et al. 2000 (Apj, 536, 902)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_005.tbl,HD 217107,21,369.95480000041425,10m Keck I,"Vogt et al. 2000 (Apj, 536, 902)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_006.tbl,HD 217107,63,2298.8620000001974,10m Keck I,"Vogt et al. 2005 (ApJ, 632, 638)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_006.tbl,HD 217107,63,2298.8620000001974,10m Keck I,"Vogt et al. 2005 (ApJ, 632, 638)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_007.tbl,HD 217107,23,2239.8196100001223,2.7m Harlan J. Smith (HJS) telescope,"Wittenmyer et al. 2007 (ApJ, 654, 625)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_007.tbl,HD 217107,23,2239.8196100001223,2.7m Harlan J. Smith (HJS) telescope,"Wittenmyer et al. 2007 (ApJ, 654, 625)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_008.tbl,HD 217107,86,3653.085427999962,10m Keck I,"Wright et al. 2009 (ApJ, 693, 1084)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_008.tbl,HD 217107,86,3653.085427999962,10m Keck I,"Wright et al. 2009 (ApJ, 693, 1084)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0113421_RVC_009.tbl,HD 217107,121,3399.698921999894,3.0m Shane and 0.6m CAT,"Wright et al. 2009 (ApJ, 693, 1084)",HD 217107 b,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,7.1270166,4.7e-06,-4.7e-06,0.07359,0.00042,-0.00053,0.1284,0.0015,-0.0014,93.0,25.0,-26.0,22.78,0.71,-0.7,2455201.109,0.014,-0.014,,,,1.446,0.18,-0.067,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,1998.0,1.0
UID_0113421_RVC_009.tbl,HD 217107,121,3399.698921999894,3.0m Shane and 0.6m CAT,"Wright et al. 2009 (ApJ, 693, 1084)",HD 217107 c,HD 217107,HD 217107,HIP 113421,TIC 38271828,344.5647243,-2.3954489,20.0619,5138.7,11.0,-11.0,5.922,0.035,-0.044,0.3918,0.0064,-0.0067,88.0,14.0,-12.0,205.0,1.1,-1.1,2455911.0,15.0,-15.0,,,,4.37,0.13,-0.1,,,,,,,1.045,0.018,-0.023,1.2245,0.0173,-0.0173,,,,Radial Velocity,2005.0,1.0
UID_0114322_RVC_001.tbl,HD 218566,56,5041.257870000321,10m Keck,"Meschiari et al. 2011 (2011, ApJ, 727, 117)",HD 218566 b,HD 218566,HD 218566,HIP 114322,TIC 278952345,347.297417,-2.2611645,28.8274,225.7,0.4,-0.4,0.69,0.01,-0.01,0.3,0.1,-0.1,,,,,,,,,,,,,0.2,0.06,-0.06,0.2,0.06,-0.06,8.3,0.7,-0.7,0.76,0.32,-0.32,0.85,0.04,-0.04,4730.0,100.0,-100.0,Radial Velocity,2010.0,1.0
UID_0114622_RVC_001.tbl,HD 219134,113,3643.0552799999714,10m Keck I,"Howard & Fulton, 2016",HD 219134 b,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,3.092926,1e-05,-1e-05,0.03876,0.00047,-0.00047,0.0,,,85.05,0.09,-0.09,0.0,,,,,,2457126.69913,0.00087,-0.00087,0.01491363,0.0005978,-0.0005978,,,,2.381,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_001.tbl,HD 219134,113,3643.0552799999714,10m Keck I,"Howard & Fulton, 2016",HD 219134 c,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,6.76458,0.00033,-0.00033,0.0653,0.0008,-0.0008,0.062,0.039,-0.039,87.28,0.1,-0.1,70.0,24.0,-35.0,,,,2457474.04591,0.00088,-0.00088,0.01371803,0.00069219,-0.00069219,,,,1.697,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_001.tbl,HD 219134,113,3643.0552799999714,10m Keck I,"Howard & Fulton, 2016",HD 219134 d,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,46.859,0.028,-0.028,0.237,0.003,-0.003,0.138,0.025,-0.025,,,,173.0,10.0,-10.0,,,,,,,0.05087625,0.00201366,-0.00201366,,,,3.34,0.11,-0.11,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_001.tbl,HD 219134,113,3643.0552799999714,10m Keck I,"Howard & Fulton, 2016",HD 219134 f,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,22.717,0.015,-0.015,0.1463,0.0018,-0.0018,0.148,0.047,-0.047,,,,81.0,17.0,-17.0,,,,,,,0.02296825,0.00125853,-0.00125853,,,,1.92,0.1,-0.1,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_001.tbl,HD 219134,113,3643.0552799999714,10m Keck I,"Howard & Fulton, 2016",HD 219134 g,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,94.2,0.2,-0.2,0.3753,0.0004,-0.0004,0.0,,,,,,0.0,,,2449972.0,9.0,-9.0,,,,0.034,0.004,-0.004,0.034,0.004,-0.004,1.8,0.2,-0.2,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114622_RVC_001.tbl,HD 219134,113,3643.0552799999714,10m Keck I,"Howard & Fulton, 2016",HD 219134 h,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,2247.0,43.0,-43.0,3.11,0.04,-0.04,0.06,0.04,-0.04,,,,215.0,50.0,-50.0,2448725.0,356.0,-356.0,,,,0.34,0.02,-0.02,0.34,0.02,-0.02,6.1,0.3,-0.3,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114622_RVC_002.tbl,HD 219134,1,0.0,10m Keck I,"Howard & Fulton, 2016",HD 219134 b,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,3.092926,1e-05,-1e-05,0.03876,0.00047,-0.00047,0.0,,,85.05,0.09,-0.09,0.0,,,,,,2457126.69913,0.00087,-0.00087,0.01491363,0.0005978,-0.0005978,,,,2.381,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_002.tbl,HD 219134,1,0.0,10m Keck I,"Howard & Fulton, 2016",HD 219134 c,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,6.76458,0.00033,-0.00033,0.0653,0.0008,-0.0008,0.062,0.039,-0.039,87.28,0.1,-0.1,70.0,24.0,-35.0,,,,2457474.04591,0.00088,-0.00088,0.01371803,0.00069219,-0.00069219,,,,1.697,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_002.tbl,HD 219134,1,0.0,10m Keck I,"Howard & Fulton, 2016",HD 219134 d,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,46.859,0.028,-0.028,0.237,0.003,-0.003,0.138,0.025,-0.025,,,,173.0,10.0,-10.0,,,,,,,0.05087625,0.00201366,-0.00201366,,,,3.34,0.11,-0.11,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_002.tbl,HD 219134,1,0.0,10m Keck I,"Howard & Fulton, 2016",HD 219134 f,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,22.717,0.015,-0.015,0.1463,0.0018,-0.0018,0.148,0.047,-0.047,,,,81.0,17.0,-17.0,,,,,,,0.02296825,0.00125853,-0.00125853,,,,1.92,0.1,-0.1,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_002.tbl,HD 219134,1,0.0,10m Keck I,"Howard & Fulton, 2016",HD 219134 g,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,94.2,0.2,-0.2,0.3753,0.0004,-0.0004,0.0,,,,,,0.0,,,2449972.0,9.0,-9.0,,,,0.034,0.004,-0.004,0.034,0.004,-0.004,1.8,0.2,-0.2,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114622_RVC_002.tbl,HD 219134,1,0.0,10m Keck I,"Howard & Fulton, 2016",HD 219134 h,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,2247.0,43.0,-43.0,3.11,0.04,-0.04,0.06,0.04,-0.04,,,,215.0,50.0,-50.0,2448725.0,356.0,-356.0,,,,0.34,0.02,-0.02,0.34,0.02,-0.02,6.1,0.3,-0.3,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114622_RVC_003.tbl,HD 219134,35,3401.768880000338,3.0m Shane,"Howard & Fulton, 2016",HD 219134 b,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,3.092926,1e-05,-1e-05,0.03876,0.00047,-0.00047,0.0,,,85.05,0.09,-0.09,0.0,,,,,,2457126.69913,0.00087,-0.00087,0.01491363,0.0005978,-0.0005978,,,,2.381,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_003.tbl,HD 219134,35,3401.768880000338,3.0m Shane,"Howard & Fulton, 2016",HD 219134 c,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,6.76458,0.00033,-0.00033,0.0653,0.0008,-0.0008,0.062,0.039,-0.039,87.28,0.1,-0.1,70.0,24.0,-35.0,,,,2457474.04591,0.00088,-0.00088,0.01371803,0.00069219,-0.00069219,,,,1.697,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_003.tbl,HD 219134,35,3401.768880000338,3.0m Shane,"Howard & Fulton, 2016",HD 219134 d,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,46.859,0.028,-0.028,0.237,0.003,-0.003,0.138,0.025,-0.025,,,,173.0,10.0,-10.0,,,,,,,0.05087625,0.00201366,-0.00201366,,,,3.34,0.11,-0.11,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_003.tbl,HD 219134,35,3401.768880000338,3.0m Shane,"Howard & Fulton, 2016",HD 219134 f,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,22.717,0.015,-0.015,0.1463,0.0018,-0.0018,0.148,0.047,-0.047,,,,81.0,17.0,-17.0,,,,,,,0.02296825,0.00125853,-0.00125853,,,,1.92,0.1,-0.1,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_003.tbl,HD 219134,35,3401.768880000338,3.0m Shane,"Howard & Fulton, 2016",HD 219134 g,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,94.2,0.2,-0.2,0.3753,0.0004,-0.0004,0.0,,,,,,0.0,,,2449972.0,9.0,-9.0,,,,0.034,0.004,-0.004,0.034,0.004,-0.004,1.8,0.2,-0.2,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114622_RVC_003.tbl,HD 219134,35,3401.768880000338,3.0m Shane,"Howard & Fulton, 2016",HD 219134 h,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,2247.0,43.0,-43.0,3.11,0.04,-0.04,0.06,0.04,-0.04,,,,215.0,50.0,-50.0,2448725.0,356.0,-356.0,,,,0.34,0.02,-0.02,0.34,0.02,-0.02,6.1,0.3,-0.3,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114622_RVC_004.tbl,HD 219134,11,717.0184999997728,3.0m Shane,"Howard & Fulton, 2016",HD 219134 b,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,3.092926,1e-05,-1e-05,0.03876,0.00047,-0.00047,0.0,,,85.05,0.09,-0.09,0.0,,,,,,2457126.69913,0.00087,-0.00087,0.01491363,0.0005978,-0.0005978,,,,2.381,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_004.tbl,HD 219134,11,717.0184999997728,3.0m Shane,"Howard & Fulton, 2016",HD 219134 c,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,6.76458,0.00033,-0.00033,0.0653,0.0008,-0.0008,0.062,0.039,-0.039,87.28,0.1,-0.1,70.0,24.0,-35.0,,,,2457474.04591,0.00088,-0.00088,0.01371803,0.00069219,-0.00069219,,,,1.697,0.075,-0.075,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_004.tbl,HD 219134,11,717.0184999997728,3.0m Shane,"Howard & Fulton, 2016",HD 219134 d,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,46.859,0.028,-0.028,0.237,0.003,-0.003,0.138,0.025,-0.025,,,,173.0,10.0,-10.0,,,,,,,0.05087625,0.00201366,-0.00201366,,,,3.34,0.11,-0.11,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_004.tbl,HD 219134,11,717.0184999997728,3.0m Shane,"Howard & Fulton, 2016",HD 219134 f,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,22.717,0.015,-0.015,0.1463,0.0018,-0.0018,0.148,0.047,-0.047,,,,81.0,17.0,-17.0,,,,,,,0.02296825,0.00125853,-0.00125853,,,,1.92,0.1,-0.1,0.81,0.03,-0.03,0.778,0.005,-0.005,4699.0,16.0,-16.0,Radial Velocity,2015.0,1.0
UID_0114622_RVC_004.tbl,HD 219134,11,717.0184999997728,3.0m Shane,"Howard & Fulton, 2016",HD 219134 g,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,94.2,0.2,-0.2,0.3753,0.0004,-0.0004,0.0,,,,,,0.0,,,2449972.0,9.0,-9.0,,,,0.034,0.004,-0.004,0.034,0.004,-0.004,1.8,0.2,-0.2,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114622_RVC_004.tbl,HD 219134,11,717.0184999997728,3.0m Shane,"Howard & Fulton, 2016",HD 219134 h,HD 219134,HD 219134,HIP 114622,TIC 283722336,348.3372026,57.1696255,6.53127,2247.0,43.0,-43.0,3.11,0.04,-0.04,0.06,0.04,-0.04,,,,215.0,50.0,-50.0,2448725.0,356.0,-356.0,,,,0.34,0.02,-0.02,0.34,0.02,-0.02,6.1,0.3,-0.3,0.794,0.037,-0.022,0.77,0.02,-0.02,4913.0,,,Radial Velocity,2015.0,1.0
UID_0114840_RVC_001.tbl,HD 240237,40,1929.893720000051,9m HET,"Gettel et al. 2012 (ApJ, 745, 28)",HD 240237 b,HD 240237,HD 240237,HIP 114840,TIC 323919676,348.9259334,58.0432233,933.377,745.70001,14.0,-14.0,1.92,0.16,-0.16,0.4,0.1,-0.1,,,,,,,,,,,,,15.89,5.58,-5.58,15.89,5.58,-5.58,91.5,12.8,-12.8,8.76,4.21,-4.21,71.23,17.07,-17.07,3926.0,100.0,-100.0,Radial Velocity,2011.0,1.0
